MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,153
MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,154
MANUFACTURE / DELIVER - COCAINE,155
MANUFACTURE / DELIVER - CRACK,156
MANUFACTURE / DELIVER - HALLUCINOGEN,157
MANUFACTURE / DELIVER - HEROIN (TAN / BROWN TAR),158
MANUFACTURE / DELIVER - METHAMPHETAMINE,159
MANUFACTURE / DELIVER - PCP,160
MANUFACTURE / DELIVER - SYNTHETIC DRUGS,161
MANUFACTURE / DELIVER - SYNTHETIC MARIJUANA,162
MOB ACTION,163
MONEY LAUNDERING,164
NON-AGGRAVATED,165
NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,166
OBSCENE MATTER,167
OBSCENE TELEPHONE CALLS,168
OBSCENITY,169
OBSTRUCTING IDENTIFICATION,170
OBSTRUCTING JUSTICE,171
OBSTRUCTING SERVICE,172
OF AN UNBORN CHILD,173
OTHER,174
OTHER ARSON / EXPLOSIVE INCIDENT,175
OTHER CRIME AGAINST PERSON,176
OTHER CRIME INVOLVING PROPERTY,177
OTHER OFFENSE,178
OTHER VEHICLE OFFENSE,179
OTHER VIOLATION,180
OTHER WEAPONS VIOLATION,181
OVER $500,182
PAROLE VIOLATION,183
PAY TV SERVICE OFFENSES,184
PEEPING TOM,185
POCKET-PICKING,186
POSSESS - AMPHETAMINES,187
POSSESS - BARBITURATES,188
POSSESS - CANNABIS 30 GRAMS OR LESS,189
POSSESS - CANNABIS MORE THAN 30 GRAMS,190
POSSESS - COCAINE,191
POSSESS - CRACK,192
POSSESS - HALLUCINOGENS,193
POSSESS - HEROIN (BLACK TAR),194
POSSESS - HEROIN (TAN / BROWN TAR),195
POSSESS - HEROIN (WHITE),196
POSSESS - METHAMPHETAMINE,197
POSSESS - PCP,198
POSSESS - SYNTHETIC DRUGS,199
POSSESS FIREARM / AMMUNITION - NO FOID CARD,200
POSSESSION - EXPLOSIVE / INCENDIARY DEVICE,201
POSSESSION OF BURGLARY TOOLS,202
POSSESSION OF DRUG EQUIPMENT,203
POSSESSION OF PORNOGRAPHIC PRINT,204
PREDATORY,205
PROBATION VIOLATION,206
PROHIBITED PLACES,207
"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",208
PUBLIC DEMONSTRATION,209
PUBLIC INDECENCY,210
PURSE-SNATCHING,211
RECKLESS CONDUCT,212
RECKLESS FIREARM DISCHARGE,213
RECKLESS HOMICIDE,214
RESIST / OBSTRUCT / DISARM OFFICER,215
RETAIL THEFT,216
SALE / DELIVER - DRUG PARAPHERNALIA,217
SALE / DISTRIBUTE OBSCENE MATERIAL TO MINOR,218
SALE OF TOBACCO PRODUCTS TO MINOR,219
SELL / ADVERTISE FIREWORKS,220
SELL / GIVE / DELIVER LIQUOR TO MINOR,221
SEX OFFENDER - FAIL TO REGISTER,222
SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,223
SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,224
SEXUAL EXPLOITATION OF A CHILD,225
SEXUAL RELATIONS IN FAMILY,226
SIMPLE,227
SOLICIT NARCOTICS ON PUBLIC WAY,228
SOLICIT ON PUBLIC WAY,229
SOLICITING FOR A PROSTITUTE,230
SOLICITING FOR BUSINESS,231
STOLEN PROPERTY BUY / RECEIVE / POSSESS,232
STRONG ARM - NO WEAPON,233
TAMPER WITH MOTOR VEHICLE,234
TELEPHONE THREAT,235
THEFT / RECOVERY - AUTOMOBILE,236
"THEFT / RECOVERY - CYCLE, SCOOTER, BIKE WITH VIN",237
"THEFT / RECOVERY - TRUCK, BUS, MOBILE HOME",238
"THEFT BY LESSEE, MOTOR VEHICLE",239
"THEFT BY LESSEE, NON-MOTOR VEHICLE",240
THEFT OF LABOR / SERVICES,241
THEFT OF LOST / MISLAID PROPERTY,242
TO AIRPORT,243
TO CITY OF CHICAGO PROPERTY,244
TO FIRE FIGHT.APP.EQUIP,245
TO LAND,246
TO PROPERTY,247
TO RESIDENCE,248
TO STATE SUP LAND,249
TO STATE SUPPORTED PROPERTY,250
TO VEHICLE,251
"TRUCK, BUS, MOTOR HOME",252
UNAUTHORIZED VIDEOTAPING,253
UNLAWFUL ENTRY,254
UNLAWFUL POSSESSION - AMMUNITION,255
UNLAWFUL POSSESSION - HANDGUN,256
UNLAWFUL POSSESSION - OTHER FIREARM,257
UNLAWFUL RESTRAINT,258
UNLAWFUL SALE - HANDGUN,259
UNLAWFUL SALE - OTHER FIREARM,260
UNLAWFUL USE - HANDGUN,261
UNLAWFUL USE - OTHER DANGEROUS WEAPON,262
UNLAWFUL USE - OTHER FIREARM,263
UNLAWFUL USE / SALE OF AIR RIFLE,264
UNLAWFUL USE OF A COMPUTER,265
UNLAWFUL VISITATION INTERFERENCE,266
VEHICLE TITLE / REGISTRATION OFFENSE,267
VEHICULAR HIJACKING,268
VIOLATE ORDER OF PROTECTION,269
VIOLATION GPS MONITORING DEVICE,270
VIOLATION OF BAIL BOND - DOMESTIC VIOLENCE,271
VIOLATION OF CIVIL NO CONTACT ORDER,272
VIOLATION OF STALKING NO CONTACT ORDER,273
VIOLATION OF SUMMARY CLOSURE,274
VIOLENT OFFENDER - ANNUAL REGISTRATION,275
VIOLENT OFFENDER - DUTY TO REGISTER,276
VIOLENT OFFENDER - FAIL TO REGISTER NEW ADDRESS,277
